Week Endings,Avg Ticket Price ($),Top Ticket Price ($),Seats Sold,Seats in Theatre,% Cap
"SEP 10, 2023",$140.01,$199.00,"13,217","1,696",97.41%
"SEP 3, 2023",$154.76,$199.00,"13,423","1,696",98.93%
"AUG 27, 2023",$156.39,$199.00,"12,737","1,696",93.88%
"AUG 20, 2023",$164.95,$199.00,"13,499","1,696",99.49%
"AUG 13, 2023",$184.73,$199.00,"13,362","1,696",98.48%
"AUG 6, 2023",$190.00,$199.00,"13,124","1,696",96.73%
"JUL 30, 2023",$189.94,$199.00,"14,814","1,696",97.05%
"JUL 23, 2023",$187.09,$199.00,"13,202","1,696",97.30%
"JUL 16, 2023",$183.80,$199.00,"14,358","1,696",94.06%
"JUL 9, 2023",$190.78,$199.00,"12,749","1,696",93.96%
"JUL 2, 2023",$186.70,$199.00,"13,314","1,696",98.13%
"JUN 25, 2023",$183.71,$199.00,"13,183","1,696",97.16%
"JUN 18, 2023",$181.86,$199.00,"12,918","1,696",95.21%
"JUN 11, 2023",$178.49,$199.00,"12,798","1,696",94.32%
"JUN 4, 2023",$172.85,$199.00,"12,933","1,696",95.32%
"MAY 28, 2023",$177.18,$199.00,"12,676","1,696",93.43%
"MAY 21, 2023",$169.61,$199.00,"12,645","1,696",93.20%
"MAY 14, 2023",$156.24,$199.00,"12,545","1,696",92.46%
"MAY 7, 2023",$163.03,$199.00,"12,152","1,696",89.56%
"APR 30, 2023",$166.49,$199.00,"12,946","1,696",95.42%
"APR 23, 2023",$168.96,$199.00,"12,816","1,696",94.46%
"APR 16, 2023",$190.43,$199.00,"14,840","1,696",97.22%
"APR 9, 2023",$220.08,$199.00,"13,541","1,696",99.80%
"APR 2, 2023",$168.81,$199.00,"13,410","1,696",98.84%
"MAR 26, 2023",$159.41,$199.00,"13,367","1,696",98.52%
"MAR 19, 2023",$166.14,$199.00,"13,557","1,696",99.92%
"MAR 12, 2023",$121.86,$199.00,"13,441","1,696",99.06%
"MAR 5, 2023",$129.36,$199.00,"13,030","1,696",96.03%
"FEB 26, 2023",$142.55,$199.00,"13,548","1,696",99.85%
"FEB 19, 2023",$144.24,$199.00,"13,378","1,696",98.60%
"FEB 12, 2023",$127.19,$199.00,"12,786","1,696",94.24%
"FEB 5, 2023",$126.50,$199.00,"12,564","1,696",92.60%
"JAN 29, 2023",$132.66,$199.00,"12,707","1,696",93.65%
"JAN 22, 2023",$139.00,$199.00,"12,917","1,696",95.20%
"JAN 15, 2023",$144.94,$199.00,"13,011","1,696",95.89%
"JAN 8, 2023",$147.48,$199.00,"13,550","1,696",99.87%
"JAN 1, 2023",$284.89,$199.00,"15,147","1,696",99.23%
"DEC 25, 2022",$226.48,$199.00,"11,437","1,696",96.34%
"DEC 18, 2022",$185.67,$199.00,"13,190","1,696",97.21%
"DEC 11, 2022",$176.59,$199.00,"13,398","1,696",98.75%
"DEC 4, 2022",$167.92,$199.00,"12,881","1,696",94.94%
"NOV 27, 2022",$209.43,$199.00,"12,772","1,696",94.13%
"NOV 20, 2022",$138.08,$199.00,"13,445","1,696",99.09%
"NOV 13, 2022",$116.26,$199.00,"13,227","1,696",97.49%
"NOV 6, 2022",$131.71,$199.00,"13,371","1,696",98.55%
"OCT 30, 2022",$129.89,$199.00,"13,124","1,696",96.73%
"OCT 23, 2022",$126.63,$199.00,"13,541","1,696",99.80%
"OCT 16, 2022",$134.30,$199.00,"13,517","1,696",99.62%
"OCT 9, 2022",$153.37,$199.00,"13,471","1,696",99.29%
"OCT 2, 2022",$118.96,$199.00,"13,231","1,696",97.52%
"SEP 25, 2022",$131.31,$199.00,"12,973","1,696",95.61%
"SEP 18, 2022",$126.65,$199.00,"12,942","1,696",95.39%
"SEP 11, 2022",$123.38,$199.00,"12,808","1,696",94.40%
"SEP 4, 2022",$135.44,$199.00,"12,979","1,696",95.66%
"AUG 28, 2022",$135.78,$199.00,"13,226","1,696",97.48%
"AUG 21, 2022",$146.45,$199.00,"13,524","1,696",99.68%
"AUG 14, 2022",$154.33,$199.00,"13,297","1,696",98.00%
"AUG 7, 2022",$167.10,$199.00,"13,302","1,696",98.04%
"JUL 31, 2022",$163.88,$199.00,"13,221","1,696",97.44%
"JUL 24, 2022",$162.74,$199.00,"14,960","1,696",98.01%
"JUL 17, 2022",$161.61,$199.00,"13,183","1,696",97.16%
"JUL 10, 2022",$158.58,$199.00,"14,872","1,696",97.43%
"JUL 3, 2022",$161.00,$199.00,"13,431","1,696",98.99%
"JUN 26, 2022",$156.55,$199.00,"13,524","1,696",99.68%
"JUN 19, 2022",$145.93,$199.00,"13,343","1,696",98.34%
"JUN 12, 2022",$145.89,$199.00,"13,374","1,696",98.57%
"JUN 5, 2022",$142.88,$199.00,"13,050","1,696",96.18%
"MAY 29, 2022",$148.42,$199.00,"13,477","1,696",99.33%
"MAY 22, 2022",$136.16,$199.00,"13,009","1,696",95.88%
"MAY 15, 2022",$129.31,$199.00,"12,659","1,696",93.30%
"MAY 8, 2022",$130.06,$199.00,"13,195","1,696",97.25%
"MAY 1, 2022",$128.80,$199.00,"12,697","1,696",93.58%
"APR 24, 2022",$149.19,$199.00,"13,411","1,696",98.84%
"APR 17, 2022",$169.02,$199.00,"15,152","1,696",99.27%
"APR 10, 2022",$138.93,$199.00,"13,491","1,696",99.43%
"APR 3, 2022",$126.56,$199.00,"12,979","1,696",95.66%
"MAR 27, 2022",$129.44,$199.00,"13,208","1,696",97.35%
"MAR 20, 2022",$132.74,$199.00,"13,399","1,696",98.75%
"MAR 13, 2022",$117.46,,"12,916","1,696",95.19%
"MAR 6, 2022",$86.76,,"12,622","1,696",93.03%
"FEB 27, 2022",$119.03,,"13,347","1,696",98.37%
"FEB 20, 2022",$112.70,,"12,932","1,696",95.31%
"FEB 13, 2022",$99.03,,"12,875","1,696",94.89%
"FEB 6, 2022",$95.09,,"12,185","1,696",89.81%
"JAN 30, 2022",$90.09,,"11,219","1,696",82.69%
"JAN 23, 2022",$93.92,,"11,186","1,696",82.44%
"JAN 16, 2022",$106.58,,"9,992","1,696",73.64%
"JAN 9, 2022",$116.45,,"11,057","1,696",81.49%
"JAN 2, 2022",$191.89,,"7,727","1,696",91.12%
"DEC 19, 2021",$160.62,,"13,422","1,696",98.92%
"DEC 12, 2021",$146.96,,"13,491","1,696",99.43%
"DEC 5, 2021",$146.19,,"13,293","1,696",97.97%
"NOV 28, 2021",$192.88,,"13,147","1,696",96.90%
"NOV 21, 2021",$120.50,,"13,201","1,696",97.30%
"NOV 14, 2021",$117.80,,"13,451","1,696",99.14%
"NOV 7, 2021",$121.11,,"11,762","1,696",99.07%
"OCT 31, 2021",$115.71,,"11,049","1,696",93.07%
"OCT 24, 2021",$119.03,,"13,431","1,696",98.99%
"OCT 17, 2021",$119.82,,"13,495","1,696",99.46%
"OCT 10, 2021",$119.43,,"13,547","1,696",99.85%
"OCT 3, 2021",$118.56,,"13,532","1,696",99.73%
"SEP 26, 2021",$138.67,,"13,476","1,696",99.32%
"SEP 19, 2021",$126.78,,"11,735","1,696",98.85%
"MAR 8, 2020",$99.05,$237.00,"11,979","1,696",88.29%
"MAR 1, 2020",$114.16,$237.00,"12,391","1,696",91.33%
"FEB 23, 2020",$140.55,$225.00,"13,099","1,696",96.54%
"FEB 16, 2020",$130.91,$225.00,"12,784","1,696",94.22%
"FEB 9, 2020",$111.14,$237.00,"12,769","1,696",94.11%
"FEB 2, 2020",$113.66,$225.00,"12,363","1,696",91.12%
"JAN 26, 2020",$124.68,$237.00,"12,955","1,696",95.48%
"JAN 19, 2020",$131.81,$237.00,"12,804","1,696",94.37%
"JAN 12, 2020",$126.22,$250.00,"12,756","1,696",94.02%
"JAN 5, 2020",$185.62,$347.00,"13,431","1,696",98.99%
"DEC 29, 2019",$228.82,$427.00,"15,227","1,696",99.76%
"DEC 22, 2019",$175.05,$397.00,"12,878","1,696",94.91%
"DEC 15, 2019",$162.63,$297.00,"12,816","1,696",94.46%
"DEC 8, 2019",$172.55,$426.00,"12,635","1,696",93.12%
"DEC 1, 2019",$192.12,$434.00,"12,759","1,696",94.04%
"NOV 24, 2019",$148.02,$426.00,"12,477","1,696",91.96%
"NOV 17, 2019",$132.36,$252.00,"12,511","1,696",92.21%
"NOV 10, 2019",$146.10,$225.00,"13,151","1,696",96.93%
"NOV 3, 2019",$150.10,$250.00,"13,113","1,696",96.65%
"OCT 27, 2019",$154.68,$347.00,"12,924","1,696",95.25%
